ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Monto solicitado,Días de Mora,Monto Deuda Promedio,Número de meses inactivo,numero de cuotas,Aval,PAGA
2736,M       ,2062000,42,UNV     ,CAS     ,82,90,SANTIAGO        ,0,574917,0,0,1,9,261,1,80,NO,
2737,F       ,502000,28,MED     ,SOL     ,138,1,ARICA           ,0,250000,0,93798,319,0,0,1,17,NO,
2738,F       ,605000,42,UNV     ,SEP     ,48,89,SANTIAGO        ,0,0,0,2000000,0,0,5983,0,25,NO,
2739,F       ,2100000,54,TEC     ,CAS     ,84,88,SANTIAGO        ,0,650000,0,0,0,42,16030,0,80,NO,
2740,M       ,1700000,42,TEC     ,SOL     ,138,1,ARICA           ,0,2332736,0,446687,6587,3,10805,2,37,NO,
2741,M       ,1400000,37,TEC     ,CAS     ,84,16,ANTOFAGASTA     ,0,1764296,0,0,5,0,0,1,53,NO,
2742,M       ,980000,52,TEC     ,CAS     ,138,1,ARICA           ,0,800000,0,0,3322,0,1792,1,16,NO,
2743,F       ,5230000,40,TEC     ,SOL     ,92,88,SANTIAGO        ,856127,0,0,0,2297,0,3,1,79,NO,
2744,M       ,5440000,42,MED     ,CAS     ,55,90,SANTIAGO        ,0,550000,0,0,19,0,0,1,35,NO,
2745,M       ,1600000,52,UNV     ,CAS     ,27,226,CONCEPCION      ,4381882,1400000,0,0,4984,36,219,1,39,NO,
2746,M       ,460000,29,TEC     ,SOL     ,47,93,SANTIAGO        ,0,250000,0,0,840,0,791,2,10,NO,
2747,M       ,7590000,43,UNV     ,CAS     ,71,88,SANTIAGO        ,0,250000,0,500000,0,0,510,1,19,NO,
2748,F       ,9460000,39,TEC     ,SOL     ,85,88,SANTIAGO        ,0,1050000,0,131448,6,0,8,1,41,SI,
2749,M       ,1000000,41,UNV     ,CAS     ,138,1,ARICA           ,0,400000,0,336670,0,0,7356,1,46,NO,
2750,F       ,3080000,49,TEC     ,CAS     ,45,86,SANTIAGO        ,0,0,0,0,0,0,215440,0,80,NO,
2751,F       ,90000,54,TEC     ,SOL     ,15,66,VALPARAISO      ,0,0,0,0,482,0,0,1,38,SI,
2752,M       ,454000,29,UNV     ,SOL     ,19,105,SANTIAGO        ,0,249917,0,14641,0,16,43,0,16,NO,
2753,M       ,500000,45,MED     ,VIU     ,138,1,ARICA           ,0,60047,0,600000,943,0,12055,3,11,NO,
2754,M       ,800000,55,TEC     ,SOL     ,71,105,SANTIAGO        ,0,280696,0,1000000,380,1,332,2,37,SI,
2755,M       ,600000,49,UNV     ,CAS     ,138,1,ARICA           ,0,5392,0,81939,255,0,136,1,22,NO,
2756,F       ,850000,53,MED     ,SOL     ,70,261,VILLARRICA      ,0,250000,0,0,5,0,0,1,40,NO,
2757,F       ,61400,42,TEC     ,SOL     ,13,16,ANTOFAGASTA     ,4100300,1680000,1490795,0,5126,0,2084,,45,SI,
2758,F       ,730000,48,UNV     ,CAS     ,138,1,ARICA           ,0,5719,0,554061,1440,0,912,3,15,NO,
2759,M       ,988000,52,UNV     ,VIU     ,31,119,SANTIAGO        ,1769672,500000,0,31558,0,0,7554,1,27,NO,
2760,M       ,5190000,43,UNV     ,CAS     ,53,80,SANTIAGO        ,0,5383,0,286409,748,0,210,3,13,NO,
2761,F       ,600000,47,MED     ,VIU     ,90,89,SANTIAGO        ,437452,364590,0,9701,766,0,98,1,16,SI,
2762,F       ,526000,49,MED     ,CAS     ,59,88,SANTIAGO        ,0,750000,0,0,0,0,8016,0,14,NO,
2763,F       ,780000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,1384106,15124,0,99275,2019,0,1006,1,19,NO,
2764,M       ,1200000,36,UNV     ,CAS     ,64,314,COYHAIQUE       ,0,825000,0,53743,1857,0,12755,2,42,NO,
2765,F       ,505000,47,UNV     ,CAS     ,103,93,SANTIAGO        ,0,121599,0,0,667,0,0,2,14,SI,
2766,F       ,708000,26,MED     ,CAS     ,27,226,CONCEPCION      ,326089,26773,0,179046,1245,0,149,2,16,NO,
2767,F       ,1000000,47,UNV     ,SEP     ,15,67,VINA DEL MAR    ,0,199629,0,774251,162,0,815,1,49,NO,
2768,F       ,55000,44,MED     ,SOL     ,101,80,SANTIAGO        ,0,0,0,269800,0,0,4349,0,75,SI,
2769,F       ,1100000,39,MED     ,CAS     ,48,89,SANTIAGO        ,0,1518780,0,0,0,31,0,0,40,NO,
2770,M       ,1193000,50,UNV     ,CAS     ,138,1,ARICA           ,0,500000,0,23441,0,0,206,1,55,NO,
2771,M       ,550000,49,UNV     ,SOL     ,138,1,ARICA           ,0,403159,0,2000000,774,0,3882,2,15,NO,
2772,F       ,460000,40,MED     ,CAS     ,24,88,SANTIAGO        ,0,0,0,0,1122,0,0,1,8,NO,
2773,F       ,558000,47,UNV     ,CAS     ,57,112,SANTIAGO        ,0,590445,0,116311,645,15,0,2,16,NO,
2774,M       ,2013000,33,UNV     ,CAS     ,27,226,CONCEPCION      ,0,256013,0,631637,11622,78,1758,3,5,NO,
2775,M       ,50000,45,UNV     ,CAS     ,54,80,SANTIAGO        ,0,500000,0,0,1238,12,0,1,38,NO,
2776,M       ,1000000,54,UNV     ,CAS     ,152,88,SANTIAGO        ,0,15080,0,3745,201,0,253,1,48,NO,
2777,M       ,669000,41,UNV     ,CAS     ,23,173,TALCA           ,0,300000,0,0,220,0,12431,1,24,NO,
2778,M       ,2187000,50,TEC     ,CAS     ,138,1,ARICA           ,0,1398162,0,0,0,23,0,1,80,NO,
2779,M       ,2000000,38,MED     ,SEP     ,63,300,CASTRO          ,3806503,868504,0,1000000,4390,0,0,1,74,NO,
2780,M       ,507000,32,UNV     ,SOL     ,52,109,SANTIAGO        ,0,95332,438241,381788,234,0,1046,1,18,NO,
2781,F       ,6260000,40,MED     ,SOL     ,53,80,SANTIAGO        ,0,818058,0,0,844,54,0,1,36,NO,
2782,M       ,690000,37,UNV     ,SOL     ,15,66,VALPARAISO      ,0,530096,0,452284,9,14,881,1,23,NO,
2783,M       ,470000,26,UNV     ,SOL     ,25,89,SANTIAGO        ,0,249994,0,304965,1323,0,327,1,6,NO,
2784,M       ,1000000,41,UNV     ,CAS     ,31,119,SANTIAGO        ,0,400000,0,336670,0,0,7356,1,46,NO,
2785,M       ,1640000,51,TEC     ,CAS     ,138,1,ARICA           ,633588,550000,0,556176,5337,0,592,2,46,NO,
2786,M       ,1579000,53,MED     ,CAS     ,27,226,CONCEPCION      ,0,1222783,0,381827,122,0,70,1,80,NO,
2787,M       ,710000,52,UNV     ,CAS     ,24,90,SANTIAGO        ,0,1215508,0,398202,290,0,22,1,17,NO,
2788,M       ,520000,35,UNV     ,CAS     ,90,115,SANTIAGO        ,0,225015,0,0,0,3,0,0,19,NO,
2789,M       ,659000,28,MED     ,CAS     ,27,226,CONCEPCION      ,0,81964,0,0,76,0,0,1,26,NO,
2790,M       ,435000,35,UNV     ,CAS     ,129,105,SANTIAGO        ,0,49689,0,242212,155,3,446,1,16,NO,
2791,F       ,562000,49,UNV     ,CAS     ,138,1,ARICA           ,993790,438187,0,342017,1311,0,88,1,9,NO,
2792,M       ,7400000,44,UNV     ,CAS     ,48,88,SANTIAGO        ,0,849705,0,0,10,0,153,1,80,SI,
2793,F       ,7420000,39,TEC     ,SOL     ,53,94,SANTIAGO        ,0,250000,0,51010,55,0,118,1,16,NO,
2794,F       ,601000,48,UNV     ,CAS     ,102,92,SANTIAGO        ,0,1000000,0,500000,0,0,722,1,15,NO,
2795,M       ,455000,55,UNV     ,CAS     ,55,115,SANTIAGO        ,0,250000,0,0,0,3,0,1,16,NO,
2796,F       ,5110000,32,TEC     ,SOL     ,90,102,SANTIAGO        ,0,304225,0,192596,1814,0,1275,1,32,NO,
2797,F       ,98200,45,TEC     ,SOL     ,80,90,SANTIAGO        ,0,3500000,0,360900,0,18,5393,0,25,SI,
2798,F       ,2000000,53,MED     ,CAS     ,10,5,IQUIQUE         ,0,0,1019541,0,1396,0,15981,3,80,NO,
2799,M       ,1800000,53,TEC     ,CAS     ,27,226,CONCEPCION      ,6636360,425046,0,2954407,7866,22,4852,2,30,SI,
2800,M       ,3300000,47,UNV     ,CAS     ,25,88,SANTIAGO        ,1436969,0,0,1500000,2830,42,4058,2,80,NO,
2801,F       ,95000,47,TEC     ,SOL     ,71,326,PUNTA ARENAS    ,1744969,238287,0,0,1899,0,0,1,21,SI,
2802,M       ,60000,40,UNV     ,CAS     ,29,510,SANTIAGO        ,0,1150000,0,0,3754,0,0,1,13,NO,
2803,M       ,900000,39,UNV     ,CAS     ,25,103,SANTIAGO        ,0,400000,0,0,312,0,391,1,41,NO,
2804,F       ,730000,54,MED     ,SOL     ,27,226,CONCEPCION      ,0,5719,0,554061,1440,0,912,3,15,NO,
2805,M       ,500000,40,UNV     ,CAS     ,88,67,VINA DEL MAR    ,0,1117500,0,0,174,0,0,1,9,NO,
2806,M       ,77000,47,UNV     ,CAS     ,76,89,SANTIAGO        ,0,1500000,0,0,2184,5,511,2,80,NO,
2807,F       ,500000,42,TEC     ,CAS     ,67,193,CHILLAN         ,0,0,0,0,0,0,0,0,20,NO,
2808,M       ,493000,64,TEC     ,CAS     ,18,118,SANTIAGO        ,0,500000,0,100000,1245,0,0,2,8,NO,
2809,F       ,78300,60,MED     ,SOL     ,59,88,SANTIAGO        ,0,518245,0,54448,147,0,0,1,17,SI,
2810,M       ,8000000,42,UNV     ,CAS     ,82,80,SANTIAGO        ,0,127926,0,56311,206,0,349,1,19,NO,
2811,M       ,82000,46,UNV     ,SEP     ,16,89,SANTIAGO        ,0,250000,0,0,1479,6,510,2,24,NO,
2812,M       ,7170000,43,UNV     ,CAS     ,104,81,SANTIAGO        ,0,249924,0,0,147,19,0,1,50,NO,
2813,M       ,1100000,54,UNV     ,CAS     ,31,119,SANTIAGO        ,0,153687,0,1500000,1133,0,2560,2,44,NO,
2814,F       ,7500000,30,TEC     ,CAS     ,90, ,                ,0,0,0,0,0,23,0,0,27,NO,
2815,M       ,952000,33,TEC     ,CAS     ,52,80,SANTIAGO        ,645932,19751,0,0,1905,20,407,2,29,SI,
2816,M       ,1580000,34,UNV     ,CAS     ,35,106,SANTIAGO        ,0,3040151,0,1493101,1624,0,1519,1,65,SI,
2817,F       ,74000,44,TEC     ,SOL     ,62,292,PUERTO VARAS    ,0,157986,0,0,418,0,5,1,18,SI,
2818,M       ,8000000,43,UNV     ,CAS     ,32,100,SANTIAGO        ,0,800000,0,40312,3306,0,9,1,17,NO,
2819,F       ,500000,47,UNV     ,SOL     ,138,1,ARICA           ,949626,600000,0,6287,1173,0,8663,2,5,SI,
2820,M       ,740000,28,TEC     ,SOL     ,18,83,SANTIAGO        ,0,800000,0,14413,1227,0,2,1,18,NO,
2821,M       ,2100000,52,UNV     ,SOL     ,84,85,SANTIAGO        ,0,800000,0,829308,1984,7,846,2,80,NO,
2822,F       ,660000,54,MED     ,CAS     ,77,227,TALCAHUANO      ,0,600000,0,44095,960,0,2,1,17,NO,
2823,M       ,80000,43,MED     ,CAS     ,55,90,SANTIAGO        ,1769450,328449,0,1446458,4328,22,2038,3,80,SI,
2824,F       ,700000,40,UNV     ,CAS     ,138,1,ARICA           ,249327,169490,0,500000,894,0,2353,2,20,NO,
2825,F       ,600000,35,MED     ,CAS     ,82,93,SANTIAGO        ,650666,11825,0,0,1310,0,0,3,11,SI,
2826,F       ,652000,30,UNV     ,SOL     ,74,91,SANTIAGO        ,0,63522,0,0,185,0,0,1,25,NO,
2827,M       ,950000,41,UNV     ,CAS     ,122,95,SANTIAGO        ,0,890000,0,0,380,0,0,2,39,NO,
2828,M       ,770000,53,TEC     ,CAS     ,27,226,CONCEPCION      ,0,1467706,0,1337348,302,0,553,1,24,NO,
2829,M       ,1000000,52,UNV     ,SOL     ,138,1,ARICA           ,0,0,0,0,0,0,0,1,50,NO,
2830,M       ,740000,47,MED     ,CAS     ,122,97,SANTIAGO        ,0,732502,0,309907,1203,8,1188,2,18,NO,
2831,F       ,877000,51,MED     ,CAS     ,16,89,SANTIAGO        ,0,165099,0,0,1295,0,0,2,31,NO,
2832,F       ,1140000,40,UNV     ,CAS     ,102,90,SANTIAGO        ,0,1266636,0,380376,2357,0,311,2,34,NO,
2833,M       ,781000,28,TEC     ,CAS     ,66,253,TEMUCO          ,0,800000,0,326329,0,0,197,0,32,NO,
2834,M       ,707000,46,UNV     ,CAS     ,31,119,SANTIAGO        ,0,796216,1539619,288571,313,0,7227,2,21,NO,
2835,F       ,55000,43,TEC     ,SOL     ,59,86,SANTIAGO        ,0,1399906,0,0,888,58,1,1,80,SI,
2836,M       ,86000,40,MED     ,CAS     ,123,85,SANTIAGO        ,0,648099,0,28613,2045,0,361,2,55,SI,
2837,M       ,800000,53,UNV     ,VIU     ,138,1,ARICA           ,0,300000,0,228415,0,0,71,1,37,SI,
2838,F       ,1471000,41,MED     ,CAS     ,90,89,SANTIAGO        ,0,800000,0,0,2903,29,325,1,45,NO,
2839,M       ,871000,54,TEC     ,CAS     ,27,226,CONCEPCION      ,0,900000,0,0,0,2,0,1,35,SI,
2840,M       ,7000000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,250000,0,15131,741,2,180,1,12,NO,
2841,M       ,2950000,47,MED     ,CAS     ,146,121,SANTIAGO        ,0,900000,0,5000000,2426,0,10908,3,80,NO,
2842,M       ,500000,50,UNV     ,CAS     ,47,80,SANTIAGO        ,0,124741,0,347017,763,0,0,2,13,NO,
2843,F       ,63000,34,TEC     ,SOL     ,14,22,COPIAPO         ,0,1000000,0,0,10754,0,994,1,80,SI,
2844,M       ,460000,26,UNV     ,CAS     ,138,1,ARICA           ,0,65899,0,250000,125,0,256,1,18,NO,
2845,M       ,1126000,54,UNV     ,SOL     ,27,226,CONCEPCION      ,0,700000,0,1500000,0,0,4037,1,50,SI,
2846,M       ,525000,53,TEC     ,SOL     ,148,90,SANTIAGO        ,0,201292,0,0,95,0,0,1,19,SI,
2847,M       ,1120000,47,UNV     ,SOL     ,138,1,ARICA           ,0,383748,0,42098,149,18,336,1,53,NO,
2848,F       ,700000,56,TEC     ,CAS     ,90,85,SANTIAGO        ,331627,60504,1809023,0,2049,0,0,3,8,NO,
2849,M       ,1700000,40,UNV     ,SOL     ,138,1,ARICA           ,0,900000,0,2767104,0,25,2143,1,80,NO,
2850,M       ,445000,32,UNV     ,CAS     ,29,92,SANTIAGO        ,0,550000,0,0,0,0,230,0,13,NO,
2851,F       ,600000,55,UNV     ,SOL     ,24,80,SANTIAGO        ,0,277809,0,169736,171,0,0,1,22,NO,
2852,F       ,88700,42,TEC     ,SOL     ,88,67,VINA DEL MAR    ,0,895007,0,1906232,7428,42,1252,1,64,SI,
2853,,610000,24,UNV     ,SOL     ,80,89,SANTIAGO        ,793112,71204,0,435166,1294,0,13,1,12,NO,
2854,F       ,650000,53,UNV     ,CAS     ,27,226,CONCEPCION      ,0,260000,0,99414,828,0,790,2,18,NO,
2855,F       ,601000,53,MED     ,CAS     ,102,92,SANTIAGO        ,0,1000000,0,500000,0,0,722,1,15,NO,
2856,M       ,500000,47,UNV     ,SOL     ,51,90,SANTIAGO        ,0,770474,0,373143,0,0,198,0,13,NO,
2857,M       ,8040000,41,UNV     ,CAS     ,20,89,SANTIAGO        ,2379977,271943,0,384688,2967,87,0,1,80,NO,
2858,F       ,8000000,38,TEC     ,VIU     ,14,87,SANTIAGO        ,1586061,148797,0,284554,2037,0,517,1,80,NO,
2859,M       ,6920000,42,UNV     ,CAS     ,41,80,SANTIAGO        ,0,233407,0,20321,18,0,0,1,16,NO,
2860,F       ,700000,54,MED     ,CAS     ,24,86,SANTIAGO        ,0,494595,0,30199,29,0,13,1,24,NO,
2861,F       ,1000000,53,UNV     ,CAS     ,31,119,SANTIAGO        ,0,1983396,0,0,171,0,0,1,31,NO,
2862,F       ,8000000,33,TEC     ,SOL     ,59,88,SANTIAGO        ,2224511,901676,0,0,2397,0,0,1,80,NO,
2863,F       ,6970000,41,TEC     ,SOL     ,27,226,CONCEPCION      ,0,516643,0,0,51,0,15036,1,80,SI,
2864,M       ,82800,40,UNV     ,CAS     ,118,111,SANTIAGO        ,0,244370,0,100000,0,0,102,1,18,NO,
2865,M       ,690000,26,UNV     ,SOL     ,74,80,SANTIAGO        ,0,709382,0,11646,29,0,0,1,21,NO,
2866,M       ,1550000,41,UNV     ,CAS     ,34,29,LA SERENA       ,0,1274933,0,0,1,0,0,1,80,NO,
2867,M       ,1000000,38,TEC     ,SOL     ,102,93,SANTIAGO        ,0,27942,0,0,2532,9,0,3,25,NO,
2868,F       ,4600000,39,TEC     ,SOL     ,90,93,SANTIAGO        ,0,52068,0,251189,412,34,295,1,17,NO,
2869,M       ,4000000,44,TEC     ,CAS     ,24,88,SANTIAGO        ,3097564,9464,0,6000000,18565,0,6297,3,55,NO,
2870,M       ,66800,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,149394,0,300000,1618,0,298,3,12,NO,
2871,M       ,460000,29,UNV     ,SOL     ,47,93,SANTIAGO        ,0,250000,0,0,840,0,791,2,10,NO,
2872,M       ,670000,53,UNV     ,SOL     ,16,115,SANTIAGO        ,0,524752,0,760341,1037,13,774,2,17,NO,
2873,F       ,486000,29,UNV     ,CAS     ,16,91,SANTIAGO        ,0,15132,0,140691,207,0,87,1,18,NO,
2874,F       ,7020000,31,TEC     ,SOL     ,13,16,ANTOFAGASTA     ,0,533832,0,302052,5,0,0,1,22,NO,
2875,F       ,450000,26,TEC     ,SOL     ,128,88,SANTIAGO        ,0,35976,0,237509,158,0,33,1,17,NO,
2876,M       ,500000,26,TEC     ,SOL     ,27,226,CONCEPCION      ,0,250000,0,250000,1148,0,5046,2,9,NO,
2877,F       ,520000,42,TEC     ,SEP     ,38,103,SANTIAGO        ,0,-5059,0,0,23,0,31,1,21,NO,
2878,M       ,1680000,53,TEC     ,CAS     ,90,85,SANTIAGO        ,0,1300000,0,790,870,85,311,2,80,NO,
2879,M       ,570000,26,UNV     ,SOL     ,37,105,SANTIAGO        ,0,5568,0,250000,246,0,255,1,21,NO,
2880,M       ,1554000,43,UNV     ,CAS     ,152,89,SANTIAGO        ,0,493178,0,1500000,6731,0,4674,3,26,NO,
2881,M       ,1000000,28,TEC     ,CAS     ,61,285,SAN PABLO       ,0,535671,0,1000000,1056,30,14624,2,40,NO,
2882,M       ,620000,47,UNV     ,CAS     ,138,1,ARICA           ,0,-7899,0,1500000,0,0,6950,1,25,NO,
2883,M       ,1000000,33,MED     ,CAS     ,27,226,CONCEPCION      ,0,592272,0,1228398,219,0,0,1,45,NO,
2884,F       ,500000,27,TEC     ,CAS     ,138,85,SANTIAGO        ,0,112191,0,500000,574,0,1509,3,15,NO,
2885,M       ,2160000,52,MED     ,CAS     ,27,226,CONCEPCION      ,0,0,0,763283,7465,7,272,2,55,NO,
2886,F       ,5300000,33,MED     ,CAS     ,22,1,ARICA           ,0,293840,0,0,76,0,0,1,16,NO,
2887,F       ,7700000,26,TEC     ,CAS     ,28,115,SANTIAGO        ,0,16047,0,0,390,0,0,1,15,NO,
2888,F       ,493000,25,TEC     ,SOL     ,44,184,COLBUN          ,0,250000,0,131754,0,0,92,0,18,NO,
2889,M       ,1800000,42,TEC     ,CAS     ,72,504,EL SALVADOR     ,5569714,858869,0,998881,6207,0,397,1,44,SI,
2890,F       ,8000000,31,TEC     ,CAS     ,76,93,SANTIAGO        ,0,1272872,,0,36,0,0,1,13,NO,
2891,M       ,700000,47,UNV     ,SOL     ,90,88,SANTIAGO        ,0,1539307,0,1674397,1273,34,1196,1,13,NO,
2892,M       ,50000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,12921,0,234866,253,0,253,1,23,NO,
2893,M       ,550000,25,UNV     ,CAS     ,127,80,SANTIAGO        ,0,250000,0,0,0,0,1,0,20,NO,
2894,M       ,450000,24,TEC     ,SOL     ,90,128,PENAFLOR        ,0,35557,0,199967,209,0,203,1,16,NO,
2895,M       ,682000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,750000,0,320715,0,0,334,1,20,NO,
2896,F       ,610000,47,UNV     ,CAS     ,37,115,SANTIAGO        ,0,53517,0,0,137,0,0,1,24,NO,
2897,M       ,759000,52,UNV     ,SOL     ,27,226,CONCEPCION      ,0,1282471,0,1397241,3026,0,1005,2,8,NO,
2898,M       ,2950000,52,UNV     ,CAS     ,146,121,SANTIAGO        ,0,900000,0,5000000,2426,0,10908,3,80,NO,
2899,F       ,8230000,32,TEC     ,SOL     ,74,272,VALDIVIA        ,0,1400000,0,130674,9,0,0,1,28,NO,
2900,M       ,600000,44,TEC     ,SOL     ,104,93,SANTIAGO        ,0,0,0,113382,0,2,0,0,24,NO,
2901,M       ,450000,30,TEC     ,CAS     ,117,88,SANTIAGO        ,0,178230,0,96094,316,0,88,1,15,NO,
2902,M       ,51000,49,UNV     ,CAS     ,55,90,SANTIAGO        ,0,82503,0,41109,409,0,153,2,18,SI,
2903,M       ,722000,40,TEC     ,CAS     ,104,105,SANTIAGO        ,477426,-4173,0,500000,1504,16,1125,2,14,NO,
2904,M       ,80000,44,UNV     ,CAS     ,55,90,SANTIAGO        ,0,1249650,0,4853619,201,0,35890,1,56,SI,
2905,M       ,821000,40,MED     ,CAS     ,15,66,VALPARAISO      ,0,800000,0,0,9,0,0,1,34,NO,
2906,M       ,7100000,43,UNV     ,CAS     ,50,99,SANTIAGO        ,0,123263,0,108339,628,0,283,2,20,NO,
2907,M       ,1647000,36,UNV     ,CAS     ,84,88,SANTIAGO        ,0,1150000,0,357032,0,40,1223,0,80,NO,
2908,F       ,55900,57,MED     ,SOL     ,102,88,SANTIAGO        ,0,1289404,0,1382358,10,0,0,1,80,SI,
2909,M       ,650000,41,UNV     ,CAS     ,63,300,CASTRO          ,0,894328,0,0,5,0,0,1,18,NO,
2910,M       ,72400,42,MED     ,CAS     ,31,119,SANTIAGO        ,0,134916,0,60702,373,0,62,1,19,SI,
2911,M       ,7300000,48,UNV     ,CAS     ,55,90,SANTIAGO        ,1028400,132861,0,600000,1736,1,5413,3,31,NO,
2912,M       ,951000,35,UNV     ,CAS     ,44,131,RANCAGUA        ,0,229598,4174271,0,0,0,4380,0,46,NO,
2913,F       ,3000000,63,TEC     ,CAS     ,17,80,SANTIAGO        ,0,991604,0,0,9799,0,0,1,80,NO,
2914,M       ,7220000,42,UNV     ,CAS     ,55,90,SANTIAGO        ,0,275770,0,800000,23,34,530,1,24,NO,
2915,M       ,520000,35,TEC     ,CAS     ,90,115,SANTIAGO        ,0,225015,0,0,0,3,0,0,19,NO,
2916,M       ,70000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,0,0,0,0,0,0,1,20,NO,
2917,M       ,504000,39,TEC     ,CAS     ,57,93,SANTIAGO        ,0,290259,0,694844,522,0,658,1,15,NO,
2918,F       ,500000,26,UNV     ,SOL     ,90,91,SANTIAGO        ,0,325000,0,0,0,26,56,0,17,NO,
2919,F       ,639000,51,UNV     ,SOL     ,138,1,ARICA           ,0,250000,0,87534,142,0,1,1,24,NO,
2920,M       ,8630000,44,UNV     ,CAS     ,90,82,SANTIAGO        ,0,600000,0,28011,0,0,2,1,20,NO,
2921,M       ,700000,53,TEC     ,CAS     ,27,226,CONCEPCION      ,0,0,0,0,1241,3,0,3,16,SI,
2922,F       ,8200000,34,TEC     ,SOL     ,36,67,VINA DEL MAR    ,0,500000,0,1241644,519,0,1048,1,45,NO,
2923,M       ,598000,45,UNV     ,CAS     ,129,106,SANTIAGO        ,0,206413,0,0,2,0,0,1,22,NO,
2924,F       ,1020000,39,MED     ,SOL     ,32,116,SANTIAGO        ,1130505,347209,0,150000,1415,0,1,1,37,NO,
2925,M       ,784000,33,MED     ,SOL     ,90,23,CALDERA         ,0,300000,0,0,14,0,13612,1,37,NO,
2926,F       ,750000,48,MED     ,CAS     ,138,1,ARICA           ,1418051,500000,0,0,1513,0,0,1,19,NO,
2927,M       ,57100,45,UNV     ,VIU     ,31,119,SANTIAGO        ,0,338608,0,800000,2338,0,4811,2,17,NO,
2928,M       ,700000,48,UNV     ,SOL     ,138,1,ARICA           ,0,252382,0,153337,238,0,0,1,26,NO,
2929,M       ,1500000,44,MED     ,CAS     ,123,89,SANTIAGO        ,0,1478236,6276831,1849680,4666,7,5778,2,29,SI,
2930,M       ,1900000,51,TEC     ,CAS     ,127,90,SANTIAGO        ,0,705650,0,2351006,555,0,1845,1,80,NO,
2931,F       ,900000,47,UNV     ,SOL     ,138,1,ARICA           ,0,300000,0,0,477,9,0,1,41,NO,
2932,M       ,540000,47,UNV     ,SOL     ,138,1,ARICA           ,0,297010,0,0,223,0,0,1,19,NO,
2933,F       ,543000,52,TEC     ,CAS     ,27,226,CONCEPCION      ,0,151767,0,300000,104,0,306,1,21,NO,
2934,M       ,1389000,36,MED     ,SOL     ,22,1,ARICA           ,0,544079,0,902761,577,0,71,1,64,SI,
2935,M       ,7500000,44,UNV     ,CAS     ,52,105,SANTIAGO        ,0,749969,0,87497,0,3,258,1,12,NO,
2936,M       ,2100000,54,MED     ,CAS     ,84,88,SANTIAGO        ,0,650000,0,0,0,42,16030,0,80,NO,
2937,M       ,3500000,46,UNV     ,CAS     ,138,1,ARICA           ,4602010,1655780,0,3000000,19404,34,87996,3,16,NO,
2938,M       ,804000,29,UNV     ,SOL     ,101,87,SANTIAGO        ,0,1500000,0,43430,0,12,0,1,26,NO,
2939,M       ,750000,46,UNV     ,CAS     ,35,106,SANTIAGO        ,1036913,12456,0,1071651,1657,0,10197,1,21,NO,
2940,M       ,650000,40,MED     ,CAS     ,151,226,CONCEPCION      ,0,588076,0,0,2,6,0,1,21,NO,
2941,M       ,716000,40,MED     ,CAS     ,13,16,ANTOFAGASTA     ,0,300000,0,166,228,0,0,1,26,NO,
2942,M       ,8180000,40,UNV     ,CAS     ,55,90,SANTIAGO        ,0,300000,0,244190,51,0,109,1,18,NO,
2943,M       ,7000000,43,UNV     ,CAS     ,107,86,SANTIAGO        ,0,730275,0,3000000,618,0,3062,1,66,NO,
2944,F       ,675000,30,TEC     ,SOL     ,60,294,CALBUCO         ,0,273272,0,1268,263,0,121,1,25,NO,
2945,M       ,77100,40,UNV     ,CAS     ,139,88,SANTIAGO        ,0,47498,0,1499325,9628,0,4553,3,29,NO,
2946,M       ,828000,48,UNV     ,CAS     ,90,82,SANTIAGO        ,0,103820,0,212240,,0,409,2,26,NO,
2947,M       ,616000,52,UNV     ,CAS     ,31,119,SANTIAGO        ,0,300000,0,0,0,0,16043,1,22,SI,
2948,M       ,78900,40,UNV     ,CAS     ,125,89,SANTIAGO        ,0,464377,0,500000,127,0,509,1,24,NO,
2949,F       ,664000,30,TEC     ,SOL     ,71,326,PUNTA ARENAS    ,0,250000,0,85214,39,14,63,1,25,NO,
2950,F       ,562000,54,TEC     ,CAS     ,27,226,CONCEPCION      ,993790,438187,0,342017,1311,0,88,1,9,NO,
2951,F       ,586000,45,UNV     ,CAS     ,31,119,SANTIAGO        ,0,19212,0,300000,374,0,306,1,20,SI,
2952,M       ,1700000,53,UNV     ,CAS     ,138,1,ARICA           ,3871297,827031,0,2000000,6586,17,2035,3,37,NO,
2953,M       ,6970000,43,UNV     ,CAS     ,90,92,SANTIAGO        ,0,506326,0,372238,1848,0,287,2,31,NO,
2954,M       ,7500000,43,UNV     ,CAS     ,48,105,SANTIAGO        ,0,201407,0,589842,5016,1,761,3,15,NO,
2955,M       ,697000,35,UNV     ,CAS     ,90,100,SANTIAGO        ,0,155979,0,63347,21,0,2,1,27,NO,
2956,M       ,760000,55,UNV     ,CAS     ,31,119,SANTIAGO        ,0,800000,0,0,41,0,0,1,30,NO,
